0.33, -0.77037 
0.330335, -0.770537 
0.33067, -0.770704 
0.331005, -0.770871 
0.33134, -0.771038 
0.331675, -0.771205 
0.33201, -0.771372 
0.332345, -0.771539 
0.33268, -0.771705 
0.333015, -0.771871 
0.33335, -0.772038 
0.333685, -0.772204 
0.33402, -0.77237 
0.334355, -0.772535 
0.33469, -0.772701 
0.335025, -0.772867 
0.33536, -0.773032 
0.335695, -0.773197 
0.33603, -0.773362 
0.336365, -0.773527 
0.3367, -0.773692 
0.337035, -0.773857 
0.33737, -0.774021 
0.337705, -0.774186 
0.33804, -0.77435 
0.338375, -0.774514 
0.33871, -0.774678 
0.339045, -0.774842 
0.33938, -0.775006 
0.339715, -0.77517 
0.34005, -0.775333 
0.340385, -0.775497 
0.34072, -0.77566 
0.341055, -0.775823 
0.34139, -0.775986 
0.341725, -0.776149 
0.34206, -0.776312 
0.342395, -0.776474 
0.34273, -0.776637 
0.343065, -0.776799 
0.3434, -0.776961 
0.343735, -0.777124 
0.34407, -0.777286 
0.344405, -0.777447 
0.34474, -0.777609 
0.345075, -0.777771 
0.34541, -0.777932 
0.345745, -0.778093 
0.34608, -0.778255 
0.346415, -0.778416 
0.34675, -0.778577 
0.347085, -0.778737 
0.34742, -0.778898 
0.347755, -0.779059 
0.34809, -0.779219 
0.348425, -0.779379 
0.34876, -0.77954 
0.349095, -0.7797 
0.34943, -0.77986 
0.349765, -0.780019 
0.3501, -0.780179 
0.350435, -0.780339 
0.35077, -0.780498 
0.351105, -0.780657 
0.35144, -0.780816 
0.351775, -0.780975 
0.35211, -0.781134 
0.352445, -0.781293 
0.35278, -0.781452 
0.353115, -0.78161 
0.35345, -0.781769 
0.353785, -0.781927 
0.35412, -0.782085 
0.354455, -0.782243 
0.35479, -0.782401 
0.355125, -0.782559 
0.35546, -0.782717 
0.355795, -0.782874 
0.35613, -0.783032 
0.356465, -0.783189 
0.3568, -0.783346 
0.357135, -0.783503 
0.35747, -0.78366 
0.357805, -0.783817 
0.35814, -0.783974 
0.358475, -0.78413 
0.35881, -0.784287 
0.359145, -0.784443 
0.35948, -0.784599 
0.359815, -0.784755 
0.36015, -0.784911 
0.360485, -0.785067 
0.36082, -0.785223 
0.361155, -0.785378 
0.36149, -0.785534 
0.361825, -0.785689 
0.36216, -0.785845 
0.362495, -0.786 
0.36283, -0.786155 
0.363165, -0.78631 
0.3635, -0.786464 
0.363835, -0.786619 
0.36417, -0.786773 
0.364505, -0.786928 
0.36484, -0.787082 
0.365175, -0.787236 
0.36551, -0.78739 
0.365845, -0.787544 
0.36618, -0.787698 
0.366515, -0.787852 
0.36685, -0.788005 
0.367185, -0.788159 
0.36752, -0.788312 
0.367855, -0.788465 
0.36819, -0.788619 
0.368525, -0.788772 
0.36886, -0.788924 
0.369195, -0.789077 
0.36953, -0.78923 
0.369865, -0.789382 
0.3702, -0.789535 
0.370535, -0.789687 
0.37087, -0.789839 
0.371205, -0.789991 
0.37154, -0.790143 
0.371875, -0.790295 
0.37221, -0.790447 
0.372545, -0.790598 
0.37288, -0.79075 
0.373215, -0.790901 
0.37355, -0.791053 
0.373885, -0.791204 
0.37422, -0.791355 
0.374555, -0.791506 
0.37489, -0.791657 
0.375225, -0.791807 
0.37556, -0.791958 
0.375895, -0.792108 
0.37623, -0.792259 
0.376565, -0.792409 
0.3769, -0.792559 
0.377235, -0.792709 
0.37757, -0.792859 
0.377905, -0.793009 
0.37824, -0.793158 
0.378575, -0.793308 
0.37891, -0.793457 
0.379245, -0.793607 
0.37958, -0.793756 
0.379915, -0.793905 
0.38025, -0.794054 
0.380585, -0.794203 
0.38092, -0.794352 
0.381255, -0.794501 
0.38159, -0.794649 
0.381925, -0.794798 
0.38226, -0.794946 
0.382595, -0.795094 
0.38293, -0.795242 
0.383265, -0.79539 
0.3836, -0.795538 
0.383935, -0.795686 
0.38427, -0.795834 
0.384605, -0.795981 
0.38494, -0.796129 
0.385275, -0.796276 
0.38561, -0.796423 
0.385945, -0.796571 
0.38628, -0.796718 
0.386615, -0.796865 
0.38695, -0.797011 
0.387285, -0.797158 
0.38762, -0.797305 
0.387955, -0.797451 
0.38829, -0.797598 
0.388625, -0.797744 
0.38896, -0.79789 
0.389295, -0.798036 
0.38963, -0.798182 
0.389965, -0.798328 
0.3903, -0.798474 
0.390635, -0.798619 
0.39097, -0.798765 
0.391305, -0.79891 
0.39164, -0.799056 
0.391975, -0.799201 
0.39231, -0.799346 
0.392645, -0.799491 
0.39298, -0.799636 
0.393315, -0.799781 
0.39365, -0.799925 
0.393985, -0.80007 
0.39432, -0.800214 
0.394655, -0.800359 
0.39499, -0.800503 
0.395325, -0.800647 
0.39566, -0.800791 
0.395995, -0.800935 
0.39633, -0.801079 
0.396665, -0.801223 
0.397, -0.801367 
0.397335, -0.80151 
0.39767, -0.801654 
0.398005, -0.801797 
0.39834, -0.80194 
0.398675, -0.802083 
0.39901, -0.802226 
0.399345, -0.802369 
0.39968, -0.802512 
0.400015, -0.802655 
0.40035, -0.802798 
0.400685, -0.80294 
0.40102, -0.803083 
0.401355, -0.803225 
0.40169, -0.803367 
0.402025, -0.803509 
0.40236, -0.803651 
0.402695, -0.803793 
0.40303, -0.803935 
0.403365, -0.804077 
0.4037, -0.804218 
0.404035, -0.80436 
0.40437, -0.804501 
0.404705, -0.804643 
0.40504, -0.804784 
0.405375, -0.804925 
0.40571, -0.805066 
0.406045, -0.805207 
0.40638, -0.805348 
0.406715, -0.805488 
0.40705, -0.805629 
0.407385, -0.80577 
0.40772, -0.80591 
0.408055, -0.80605 
0.40839, -0.806191 
0.408725, -0.806331 
0.40906, -0.806471 
0.409395, -0.806611 
0.40973, -0.80675 
0.410065, -0.80689 
0.4104, -0.80703 
0.410735, -0.807169 
0.41107, -0.807309 
0.411405, -0.807448 
0.41174, -0.807587 
0.412075, -0.807727 
0.41241, -0.807866 
0.412745, -0.808005 
0.41308, -0.808143 
0.413415, -0.808282 
0.41375, -0.808421 
0.414085, -0.808559 
0.41442, -0.808698 
0.414755, -0.808836 
0.41509, -0.808975 
0.415425, -0.809113 
0.41576, -0.809251 
0.416095, -0.809389 
0.41643, -0.809527 
0.416765, -0.809665 
0.4171, -0.809802 
0.417435, -0.80994 
0.41777, -0.810078 
0.418105, -0.810215 
0.41844, -0.810352 
0.418775, -0.81049 
0.41911, -0.810627 
0.419445, -0.810764 
0.41978, -0.810901 
0.420115, -0.811038 
0.42045, -0.811174 
0.420785, -0.811311 
0.42112, -0.811448 
0.421455, -0.811584 
0.42179, -0.811721 
